d, r, Trial, Samples, Rate Err, Weight Err, Time, Success
6, 5, 2, 1000, 0.2865, 1.2458, 0.0494, 0
6, 5, 2, 10000, 0.6005, 0.7331, 0.2850, 0
6, 5, 2, 50000, 0.2507, 1.7175, 1.1574, 0
6, 5, 2, 100000, 0.3073, 0.4878, 2.2422, 0
6, 5, 3, 1000, 0.4652, 0.3826, 0.0515, 0
6, 5, 3, 10000, 0.2201, 0.3049, 0.2649, 0
6, 5, 3, 50000, 0.1480, 0.1419, 1.1798, 0
6, 5, 3, 100000, 0.0854, 0.2506, 2.2625, 0
6, 5, 4, 1000, 0.4872, 0.6395, 0.0543, 0
6, 5, 4, 10000, 0.5785, 0.5880, 0.2884, 0
6, 5, 4, 50000, 0.2254, 0.3006, 1.1509, 0
6, 5, 4, 100000, 0.2388, 0.5048, 2.2324, 0
6, 5, 5, 1000, 0.4209, 1.4087, 0.0525, 0
6, 5, 5, 10000, 0.2935, 0.4109, 0.2718, 0
6, 5, 5, 50000, 0.1246, 0.1700, 1.1691, 0
6, 5, 5, 100000, 0.0656, 0.7018, 2.2584, 0
6, 5, Median, 100000.0, 0.1480, 0.1700, 1.1798, 0.20
6, 6, 1, 1000, 0.4067, 0.2650, 0.0579, 0
6, 6, 1, 10000, 0.3674, 0.5303, 0.3548, 0
6, 6, 1, 50000, 0.1708, 0.2130, 1.1540, 0
6, 6, 1, 100000, 0.2215, 0.2340, 2.2362, 0
6, 6, 2, 1000, 0.2850, 0.3665, 0.0524, 0
6, 6, 2, 10000, 0.1898, 0.3329, 0.2771, 0
6, 6, 2, 50000, 0.2425, 0.2393, 1.1908, 0
6, 6, 2, 100000, 0.1290, 0.2886, 2.2638, 0
6, 6, 3, 1000, 0.3509, 0.3223, 0.1351, 0
6, 6, 3, 10000, 0.2576, 0.4585, 0.2702, 0
6, 6, 3, 50000, 0.2179, 0.3706, 1.1656, 0
6, 6, 3, 100000, 0.0697, 0.2345, 2.3178, 0
6, 6, 4, 1000, 0.4282, 0.4092, 0.0633, 0
6, 6, 4, 10000, 0.4058, 0.4560, 0.2679, 0
6, 6, 4, 50000, 0.0754, 0.0848, 1.1441, 1
6, 6, 5, 1000, 0.3664, 0.2081, 0.0782, 0
6, 6, 5, 10000, 0.3421, 0.3684, 0.3047, 0
6, 6, 5, 50000, 0.2640, 0.4564, 1.2196, 0
6, 6, Median, 100000.0, 0.1290, 0.2130, 1.1540, 0.20
7, 1, 1, 1000, 0.0046, 0.0000, 0.0632, 1
7, 1, 2, 1000, 0.0070, 0.0000, 0.0450, 1
7, 1, 3, 1000, 0.0049, 0.0000, 0.0516, 1
7, 1, 4, 1000, 0.0071, 0.0000, 0.0517, 1
7, 1, 5, 1000, 0.0045, 0.0000, 0.0519, 1
7, 1, Median, 1000.0, 0.0049, 0.0000, 0.0517, 1.00
7, 2, 1, 1000, 0.0091, 0.0023, 0.0525, 1
7, 2, 2, 1000, 0.0144, 0.0200, 0.0525, 1
7, 2, 3, 1000, 0.0465, 0.0211, 0.0479, 1
7, 2, 4, 1000, 0.0209, 0.0178, 0.0550, 1
7, 2, 5, 1000, 0.0064, 0.0026, 0.0513, 1
7, 2, Median, 1000.0, 0.0144, 0.0178, 0.0525, 1.00
7, 3, 1, 1000, 0.0628, 0.1855, 0.0539, 0
7, 3, 1, 10000, 0.0220, 0.0919, 0.3911, 1
7, 3, 2, 1000, 0.0601, 0.0569, 0.0554, 1
7, 3, 3, 1000, 0.0518, 0.1464, 0.0533, 1
7, 3, 4, 1000, 0.0428, 0.0792, 0.0535, 1
7, 3, 5, 1000, 0.0249, 0.0493, 0.0510, 1
7, 3, Median, 1000.0, 0.0428, 0.0792, 0.0535, 1.00
7, 4, 1, 1000, 0.1028, 0.1028, 0.0554, 0
7, 4, 1, 10000, 0.0572, 0.1625, 0.3815, 0
7, 4, 1, 50000, 0.0473, 0.0405, 1.7688, 1
7, 4, 2, 1000, 0.0344, 0.0320, 0.0567, 1
7, 4, 3, 1000, 0.0624, 0.0510, 0.0571, 1
7, 4, 4, 1000, 0.0629, 0.0632, 0.0530, 1
7, 4, 5, 1000, 0.1607, 0.2586, 0.0639, 0
7, 4, 5, 10000, 0.0605, 0.1048, 0.3420, 1
7, 4, Median, 1000.0, 0.0605, 0.0510, 0.0571, 1.00
7, 5, 1, 1000, 0.4017, 0.3254, 0.0650, 0
7, 5, 1, 10000, 0.3429, 0.3987, 0.3448, 0
7, 5, 1, 50000, 0.1741, 0.2038, 1.7856, 0
7, 5, 1, 100000, 0.3396, 0.4173, 3.5053, 0
7, 5, 2, 1000, 0.1825, 0.2901, 0.0733, 0
7, 5, 2, 10000, 0.0802, 0.1085, 0.3509, 1
7, 5, 3, 1000, 0.2198, 0.2751, 0.0715, 0
7, 5, 3, 10000, 0.1550, 0.1954, 0.4057, 0
7, 5, 3, 50000, 0.0716, 0.1668, 1.7704, 0
7, 5, 3, 100000, 0.0751, 0.0719, 3.4603, 1
7, 5, 4, 1000, 0.3366, 0.7577, 0.0630, 0
7, 5, 4, 10000, 0.1393, 0.3523, 0.3991, 0
7, 5, 4, 50000, 0.1816, 0.4140, 1.7280, 0
7, 5, 4, 100000, 0.1451, 0.2904, 3.5119, 0
7, 5, 5, 1000, 0.3445, 0.7548, 0.0667, 0
7, 5, 5, 10000, 0.2505, 5.9392, 0.3542, 0
7, 5, 5, 50000, 0.4063, 2.3037, 1.7663, 0
7, 5, 5, 100000, 0.2975, 0.4225, 3.5429, 0
7, 5, Median, 100000.0, 0.1451, 0.2038, 3.4603, 0.40
7, 6, 1, 1000, 0.5376, 0.7831, 0.0767, 0
7, 6, 1, 10000, 0.3268, 0.4921, 0.4456, 0
7, 6, 1, 50000, 0.3991, 0.4380, 1.8166, 0
7, 6, 1, 100000, 0.4914, 0.7288, 3.5381, 0
7, 6, 2, 1000, 0.2045, 0.2001, 0.1026, 0
7, 6, 2, 10000, 0.4055, 0.2368, 0.4562, 0
7, 6, 2, 50000, 0.4248, 0.3604, 1.7461, 0
7, 6, 3, 1000, 0.4732, 0.8305, 0.0782, 0
7, 6, 3, 10000, 0.4847, 0.5417, 0.3765, 0
7, 6, 3, 50000, 0.5298, 0.4439, 1.7217, 0
7, 6, 3, 100000, 0.4079, 0.8712, 3.4564, 0
7, 6, 4, 1000, 0.4517, 0.5080, 0.1124, 0
7, 6, 4, 10000, 0.4178, 0.7215, 0.3939, 0
7, 6, 4, 50000, 0.5753, 0.2076, 1.7557, 0
7, 6, 4, 100000, 0.4123, 0.2578, 3.4043, 0
7, 6, 5, 1000, 0.7016, 1.1986, 0.1041, 0
7, 6, 5, 10000, 0.5058, 1.3109, 0.3639, 0
7, 6, 5, 50000, 0.5588, 0.8105, 1.7007, 0
7, 6, 5, 100000, 0.3969, 0.7968, 3.3811, 0
7, 6, Median, 100000.0, 0.3969, 0.4439, 1.7217, 0.00
8, 1, 1, 1000, 0.0060, 0.0000, 0.0639, 1
8, 1, 2, 1000, 0.0055, 0.0000, 0.0652, 1
8, 1, 3, 1000, 0.0015, 0.0000, 0.0690, 1
8, 1, 4, 1000, 0.0045, 0.0000, 0.0530, 1
8, 1, 5, 1000, 0.0042, 0.0000, 0.0617, 1
8, 1, Median, 1000.0, 0.0045, 0.0000, 0.0639, 1.00
8, 2, 1, 1000, 0.0243, 0.0032, 0.0516, 1
8, 2, 2, 1000, 0.0094, 0.0506, 0.0507, 1
8, 2, 3, 1000, 0.0093, 0.0077, 0.0645, 1
8, 2, 4, 1000, 0.0183, 0.0286, 0.0633, 1
8, 2, 5, 1000, 0.0202, 0.1234, 0.0712, 1
8, 2, Median, 1000.0, 0.0183, 0.0286, 0.0633, 1.00
8, 3, 1, 1000, 0.0574, 0.1016, 0.0641, 1
8, 3, 2, 1000, 0.4463, 1.2813, 0.0572, 0
8, 3, 2, 10000, 0.0225, 0.2894, 0.4672, 0
8, 3, 2, 50000, 0.0268, 0.4051, 2.0732, 0
8, 3, 2, 100000, 0.0476, 0.9066, 4.2851, 0
8, 3, 3, 1000, 0.0464, 0.0482, 0.0657, 1
8, 3, 4, 1000, 0.0293, 0.0609, 0.0643, 1
8, 3, 5, 1000, 0.0695, 0.0704, 0.0631, 1
8, 3, Median, 1000.0, 0.0464, 0.0704, 0.0643, 0.80
8, 4, 1, 1000, 0.2138, 0.4245, 0.0686, 0
8, 4, 1, 10000, 0.0386, 0.0530, 0.4553, 1
8, 4, 2, 1000, 0.0920, 0.1290, 0.0684, 0
8, 4, 2, 10000, 0.0527, 0.0478, 0.4889, 1
8, 4, 3, 1000, 0.0600, 0.1085, 0.0649, 1
8, 4, 4, 1000, 0.2420, 0.4733, 0.0660, 0
8, 4, 4, 10000, 0.1897, 0.6094, 0.4812, 0
8, 4, 4, 50000, 0.1861, 0.6286, 2.2239, 0
8, 4, 5, 1000, 0.0749, 0.1732, 0.0672, 0
8, 4, 5, 10000, 0.0723, 0.0744, 0.4454, 1
8, 4, Median, 10000.0, 0.0600, 0.0744, 0.4454, 0.80
8, 5, 1, 1000, 0.4704, 0.9552, 0.0721, 0
8, 5, 1, 10000, 0.3807, 0.6292, 0.4767, 0
8, 5, 1, 50000, 0.2188, 0.3146, 2.2231, 0
8, 5, 1, 100000, 0.1057, 0.1311, 4.1865, 0
8, 5, 2, 1000, 0.1843, 0.1250, 0.0730, 0
8, 5, 2, 10000, 0.3892, 0.3206, 0.4337, 0
8, 5, 2, 50000, 0.1419, 0.3430, 2.1494, 0
8, 5, 2, 100000, 0.2342, 0.4532, 4.3290, 0
8, 5, 3, 1000, 0.5461, 0.3674, 0.0837, 0
8, 5, 3, 10000, 0.4628, 0.7536, 0.4766, 0
8, 5, 3, 50000, 0.2051, 0.4755, 2.1478, 0
8, 5, 3, 100000, 0.3774, 0.6471, 4.2104, 0
8, 5, 4, 1000, 0.4662, 0.3462, 0.0929, 0
8, 5, 4, 10000, 0.0507, 0.0450, 0.4649, 1
8, 5, 5, 1000, 0.1632, 0.3246, 0.0702, 0
8, 5, 5, 10000, 0.0717, 0.0411, 0.4832, 1
8, 5, Median, 100000.0, 0.1057, 0.1250, 0.4832, 0.40
8, 6, 1, 1000, 0.2324, 0.3814, 0.0783, 0
8, 6, 1, 10000, 0.2561, 0.3600, 0.4571, 0
8, 6, 1, 50000, 0.2784, 0.5469, 2.2219, 0
8, 6, 2, 1000, 0.4070, 0.2956, 0.0751, 0
8, 6, 2, 10000, 0.1815, 0.3785, 0.5105, 0
8, 6, 2, 50000, 0.1178, 0.2060, 2.1537, 0
8, 6, 2, 100000, 0.2258, 0.2121, 4.2254, 0
8, 6, 3, 1000, 0.4245, 0.5724, 0.0700, 0
8, 6, 3, 10000, 0.3750, 0.2611, 0.4954, 0
8, 6, 3, 50000, 0.4510, 0.4711, 2.1215, 0
8, 6, 3, 100000, 0.2144, 0.2826, 4.1949, 0
8, 6, 4, 1000, 0.5923, 0.3735, 0.0850, 0
8, 6, 4, 10000, 0.2464, 0.2821, 0.4755, 0
8, 6, 4, 50000, 0.2669, 0.2969, 2.1183, 0
8, 6, 4, 100000, 0.3142, 0.4186, 4.1814, 0
8, 6, 5, 1000, 0.1892, 0.2722, 0.0822, 0
8, 6, 5, 10000, 0.3939, 0.1823, 0.4735, 0
8, 6, 5, 50000, 0.2401, 0.2627, 2.1825, 0
8, 6, 5, 100000, 0.2568, 0.3330, 4.1998, 0
8, 6, Median, 100000.0, 0.2144, 0.2821, 0.4755, 0.00
9, 1, 1, 1000, 0.0050, 0.0000, 0.0669, 1
9, 1, 2, 1000, 0.0036, 0.0000, 0.0654, 1
9, 1, 3, 1000, 0.0037, 0.0000, 0.0654, 1
9, 1, 4, 1000, 0.0038, 0.0000, 0.0691, 1
9, 1, 5, 1000, 0.0039, 0.0000, 0.0670, 1
9, 1, Median, 1000.0, 0.0038, 0.0000, 0.0669, 1.00
9, 2, 1, 1000, 0.0891, 0.1342, 0.0705, 0
9, 2, 1, 10000, 0.0262, 0.1818, 0.5303, 0
9, 2, 1, 50000, 0.0149, 0.0694, 2.4403, 1
9, 2, 2, 1000, 0.0092, 0.0024, 0.0709, 1
9, 2, 3, 1000, 0.0115, 0.0154, 0.0667, 1
9, 2, 4, 1000, 0.0190, 0.0468, 0.0643, 1
9, 2, 5, 1000, 0.0216, 0.0338, 0.0780, 1
9, 2, Median, 1000.0, 0.0149, 0.0338, 0.0709, 1.00
9, 3, 1, 1000, 0.0399, 0.0414, 0.0686, 1
9, 3, 2, 1000, 0.0327, 0.0331, 0.0707, 1
9, 3, 3, 1000, 0.0260, 0.0765, 0.0682, 1
9, 3, 4, 1000, 0.0301, 0.0242, 0.0692, 1
9, 3, 5, 1000, 0.0525, 0.1113, 0.0719, 1
9, 3, Median, 1000.0, 0.0327, 0.0414, 0.0692, 1.00
9, 4, 1, 1000, 0.1731, 14.5253, 0.0766, 0
9, 4, 1, 10000, 0.3106, 2.2610, 0.5183, 0
9, 4, 1, 50000, 0.4444, 11.8016, 2.4505, 0
9, 4, 1, 100000, 0.3297, 10.8666, 4.8360, 0
9, 4, 2, 1000, 0.1658, 0.2921, 0.0800, 0
9, 4, 2, 10000, 0.0692, 0.0277, 0.5244, 1
9, 4, 3, 1000, 0.0986, 0.0824, 0.0847, 1
9, 4, 4, 1000, 0.6151, 20.3941, 0.0808, 0
9, 4, 4, 10000, 0.4087, 11.1855, 0.5705, 0
9, 4, 4, 50000, 0.3527, 11.0622, 2.5944, 0
9, 4, 4, 100000, 0.3837, 46.3616, 5.0378, 0
9, 4, 5, 1000, 0.0584, 0.1303, 0.0828, 1
9, 4, Median, 10000.0, 0.0986, 0.1303, 0.5183, 0.60
9, 5, 1, 1000, 0.3206, 0.3445, 0.0799, 0
9, 5, 1, 10000, 0.3382, 0.3898, 0.6166, 0
9, 5, 1, 50000, 0.0811, 0.0798, 2.6519, 1
9, 5, 2, 1000, 0.0974, 0.2739, 0.0887, 0
9, 5, 2, 10000, 0.1849, 0.3199, 0.5932, 0
9, 5, 2, 50000, 0.1718, 0.2728, 2.5788, 0
9, 5, 2, 100000, 0.0373, 0.0473, 5.0828, 1
9, 5, 3, 1000, 0.0730, 0.1194, 0.0829, 1
9, 5, 4, 1000, 0.5764, 0.2271, 0.1419, 0
9, 5, 4, 10000, 0.2649, 0.3233, 0.5741, 0
9, 5, 4, 50000, 0.3452, 0.2556, 2.5419, 0
9, 5, 4, 100000, 0.1778, 0.4552, 4.9822, 0
9, 5, 5, 1000, 0.4352, 0.3015, 0.0816, 0
9, 5, 5, 10000, 0.2418, 0.5024, 0.5465, 0
9, 5, 5, 50000, 0.4234, 0.3567, 2.4259, 0
9, 5, Median, 100000.0, 0.0811, 0.1194, 0.5741, 0.60
9, 6, 1, 1000, 0.3227, 0.7482, 0.1040, 0
9, 6, 1, 10000, 0.5319, 0.5525, 0.5595, 0
9, 6, 1, 50000, 0.2656, 0.1947, 2.5584, 0
9, 6, 1, 100000, 0.3309, 0.5863, 4.8632, 0
9, 6, 2, 1000, 0.6843, 0.5853, 0.0985, 0
9, 6, 2, 10000, 0.6543, 0.3698, 0.5505, 0
9, 6, 2, 50000, 0.5828, 0.4891, 2.5432, 0
9, 6, 2, 100000, 0.4969, 0.4576, 4.8719, 0
9, 6, 3, 1000, 0.3646, 0.4593, 0.0860, 0
9, 6, 3, 10000, 0.2627, 0.3189, 0.5581, 0
9, 6, 3, 50000, 0.1480, 0.2548, 2.4559, 0
9, 6, 3, 100000, 0.2774, 0.1785, 4.8656, 0
9, 6, 4, 1000, 0.6125, 0.9571, 0.0856, 0
9, 6, 4, 10000, 0.6699, 0.6854, 0.5494, 0
9, 6, 4, 50000, 0.4758, 0.6665, 2.4481, 0
9, 6, 4, 100000, 0.4015, 0.3354, 4.9268, 0
9, 6, 5, 1000, 0.2398, 0.3918, 0.0924, 0
9, 6, 5, 10000, 0.3863, 0.4596, 0.5791, 0
9, 6, 5, 50000, 0.2002, 0.3208, 2.5681, 0
9, 6, 5, 100000, 0.3788, 0.2082, 4.8577, 0
9, 6, Median, 100000.0, 0.2656, 0.3208, 2.5681, 0.00
9, 7, 1, 1000, 0.7896, 1.0930, 0.1036, 0
9, 7, 1, 10000, 0.6019, 1.7161, 0.5510, 0
9, 7, 1, 50000, 0.7045, 0.4065, 2.5828, 0
9, 7, 1, 100000, 0.5495, 0.8112, 4.8935, 0
9, 7, 2, 1000, 0.4993, 2.2471, 0.0959, 0
9, 7, 2, 10000, 0.5272, 11.9563, 0.5597, 0
9, 7, 2, 50000, 0.7687, 2.2385, 2.6394, 0
9, 7, 2, 100000, 0.5052, 2.3198, 4.8411, 0
9, 7, 3, 1000, 0.4178, 0.5574, 0.0937, 0
9, 7, 3, 10000, 0.5202, 0.2922, 0.5745, 0
9, 7, 3, 50000, 0.5622, 0.2135, 2.4603, 0
9, 7, 3, 100000, 0.4781, 0.1820, 4.8484, 0
9, 7, 4, 1000, 0.5567, 0.3970, 0.1019, 0
9, 7, 4, 10000, 0.4618, 0.5254, 0.5203, 0
9, 7, 4, 50000, 0.4129, 0.6041, 2.4803, 0
9, 7, 5, 1000, 0.6381, 0.3295, 0.1159, 0
9, 7, 5, 10000, 0.3235, 0.6794, 0.6414, 0
9, 7, 5, 50000, 0.3544, 0.5391, 2.4678, 0
9, 7, 5, 100000, 0.4757, 0.3844, 4.8195, 0
9, 7, Median, 100000.0, 0.4993, 0.3970, 2.5828, 0.00
10, 1, 1, 1000, 0.0072, 0.0000, 0.0752, 1
10, 1, 2, 1000, 0.0068, 0.0000, 0.0757, 1
10, 1, 3, 1000, 0.0118, 0.0000, 0.0778, 1
10, 1, 4, 1000, 0.0087, 0.0000, 0.0773, 1
10, 1, 5, 1000, 0.0039, 0.0000, 0.0744, 1
10, 1, Median, 1000.0, 0.0072, 0.0000, 0.0757, 1.00
10, 2, 1, 1000, 0.0071, 0.0310, 0.0775, 1
10, 2, 2, 1000, 0.0312, 0.0299, 0.0763, 1
10, 2, 3, 1000, 0.0216, 0.0433, 0.0729, 1
10, 2, 4, 1000, 0.0169, 0.0457, 0.0785, 1
10, 2, 5, 1000, 0.0134, 0.0085, 0.0745, 1
10, 2, Median, 1000.0, 0.0169, 0.0310, 0.0763, 1.00
10, 3, 1, 1000, 0.0280, 0.0337, 0.0776, 1
10, 3, 2, 1000, 0.0307, 0.0279, 0.0773, 1
10, 3, 3, 1000, 0.0346, 0.0766, 0.0738, 1
10, 3, 4, 1000, 0.1440, 2.8241, 0.0751, 0
10, 3, 4, 10000, 0.1053, 1.9794, 0.5993, 0
10, 3, 4, 50000, 0.0391, 0.8230, 2.8592, 0
10, 3, 4, 100000, 0.0333, 0.4898, 5.4664, 0
10, 3, 5, 1000, 0.0366, 0.0171, 0.0759, 1
10, 3, Median, 1000.0, 0.0333, 0.0337, 0.0773, 0.80
10, 4, 1, 1000, 0.3960, 1.2006, 0.0771, 0
10, 4, 1, 10000, 0.0762, 0.0778, 0.6564, 1
10, 4, 2, 1000, 0.0819, 0.0539, 0.0783, 1
10, 4, 3, 1000, 0.1355, 0.1396, 0.0856, 0
10, 4, 3, 10000, 0.0375, 0.0342, 0.6117, 1
10, 4, 4, 1000, 0.0845, 0.0696, 0.0797, 1
10, 4, 5, 1000, 0.1317, 0.2799, 0.0796, 0
10, 4, 5, 10000, 0.6734, 0.7623, 0.6273, 0
10, 4, 5, 50000, 0.0167, 0.0253, 2.7402, 1
10, 4, Median, 10000.0, 0.0762, 0.0539, 0.6117, 1.00
10, 5, 1, 1000, 0.3540, 0.2687, 0.0914, 0
10, 5, 1, 10000, 0.0729, 0.0988, 0.6186, 1
10, 5, 2, 1000, 0.6127, 1.8979, 0.0839, 0
10, 5, 2, 10000, 0.4730, 0.6451, 0.6471, 0
10, 5, 2, 50000, 0.5947, 1.1274, 2.8752, 0
10, 5, 2, 100000, 0.3754, 1.2786, 5.4856, 0
10, 5, 3, 1000, 0.3680, 0.3963, 0.0845, 0
10, 5, 3, 10000, 0.4222, 0.3060, 0.6370, 0
10, 5, 3, 50000, 0.2137, 0.1182, 2.8655, 0
10, 5, 3, 100000, 0.2981, 0.2638, 5.5093, 0
10, 5, 4, 1000, 0.4105, 1.0219, 0.1000, 0
10, 5, 4, 10000, 0.3775, 0.6977, 0.6512, 0
10, 5, 4, 50000, 0.1829, 0.5535, 2.8585, 0
10, 5, 4, 100000, 0.0813, 0.2871, 5.6286, 0
10, 5, 5, 1000, 0.0562, 0.0712, 0.0894, 1
10, 5, Median, 100000.0, 0.0813, 0.1182, 0.6471, 0.40
10, 6, 1, 1000, 0.4772, 0.5287, 0.1210, 0
10, 6, 1, 10000, 0.4258, 0.4533, 0.6354, 0
10, 6, 1, 50000, 0.1985, 0.3197, 2.8259, 0
10, 6, 1, 100000, 0.4383, 0.5147, 5.5603, 0
10, 6, 2, 1000, 0.4077, 0.4428, 0.1042, 0
10, 6, 2, 10000, 0.1197, 0.0821, 0.6785, 0
10, 6, 2, 50000, 0.2635, 0.3774, 2.8317, 0
10, 6, 2, 100000, 0.1717, 0.0907, 5.5131, 0
10, 6, 3, 1000, 0.3867, 0.5626, 0.1058, 0
10, 6, 3, 10000, 0.1507, 0.2404, 0.6416, 0
10, 6, 3, 50000, 0.4084, 0.6361, 2.8330, 0
10, 6, 3, 100000, 0.1141, 0.1121, 5.5088, 0
10, 6, 4, 1000, 0.3394, 0.2822, 0.1009, 0
10, 6, 4, 10000, 0.3460, 0.1759, 0.6421, 0
10, 6, 4, 50000, 0.2992, 0.2905, 2.8531, 0
10, 6, 4, 100000, 0.2137, 0.4493, 5.5100, 0
10, 6, 5, 1000, 0.3320, 0.3336, 0.1170, 0
10, 6, 5, 10000, 0.3581, 0.3775, 0.6597, 0
10, 6, 5, 50000, 0.1863, 0.1300, 2.8815, 0
10, 6, 5, 100000, 0.3392, 0.4894, 5.5112, 0
10, 6, Median, 100000.0, 0.1863, 0.1300, 2.8259, 0.00
11, 1, 1, 1000, 0.0082, 0.0000, 0.0956, 1
11, 1, 2, 1000, 0.0071, 0.0000, 0.0852, 1
11, 1, 3, 1000, 0.0039, 0.0000, 0.0844, 1
11, 1, 4, 1000, 0.0077, 0.0000, 0.0865, 1
11, 1, 5, 1000, 0.0076, 0.0000, 0.0865, 1
11, 1, Median, 1000.0, 0.0076, 0.0000, 0.0865, 1.00
11, 2, 1, 1000, 0.0571, 0.0109, 0.0883, 1
11, 2, 2, 1000, 0.0342, 0.0312, 0.0871, 1
11, 2, 3, 1000, 0.0232, 0.0066, 0.0865, 1
11, 2, 4, 1000, 0.0114, 0.0450, 0.0890, 1
11, 2, 5, 1000, 0.0131, 0.0016, 0.0859, 1
11, 2, Median, 1000.0, 0.0232, 0.0109, 0.0871, 1.00
11, 3, 1, 1000, 0.0514, 0.0165, 0.0860, 1
11, 3, 2, 1000, 0.0649, 0.0035, 0.0885, 1
11, 3, 3, 1000, 0.0274, 0.0696, 0.0888, 1
11, 3, 4, 1000, 0.0464, 0.0068, 0.0899, 1
11, 3, 5, 1000, 0.0242, 0.0161, 0.0864, 1
11, 3, Median, 1000.0, 0.0464, 0.0161, 0.0885, 1.00
11, 4, 1, 1000, 0.4579, 0.5197, 0.0906, 0
11, 4, 1, 10000, 0.3569, 0.7506, 0.7238, 0
11, 4, 1, 50000, 0.0556, 0.1445, 3.1778, 0
11, 4, 1, 100000, 0.0333, 0.1408, 6.2670, 1
11, 4, 2, 1000, 0.3801, 0.4411, 0.0907, 0
11, 4, 2, 10000, 0.0458, 0.0114, 0.6919, 1
11, 4, 3, 1000, 0.5358, 0.3391, 0.0883, 0
11, 4, 3, 10000, 0.0393, 0.0460, 0.6989, 1
11, 4, 4, 1000, 0.0563, 0.0256, 0.0927, 1
11, 4, 5, 1000, 0.0592, 0.0472, 0.0935, 1
11, 4, Median, 10000.0, 0.0458, 0.0460, 0.6919, 1.00
11, 5, 1, 1000, 0.5790, 0.1764, 0.0925, 0
11, 5, 1, 10000, 0.1573, 0.3407, 0.6998, 0
11, 5, 1, 50000, 0.6632, 0.2459, 3.2371, 0
11, 5, 1, 100000, 0.0958, 0.0782, 6.2316, 1
11, 5, 2, 1000, 0.1738, 0.1519, 0.0994, 0
11, 5, 2, 10000, 0.0866, 0.0675, 0.6712, 1
11, 5, 3, 1000, 0.8177, 0.0796, 0.1082, 0
11, 5, 3, 10000, 0.4347, 0.5088, 0.7133, 0
11, 5, 3, 50000, 0.3987, 0.3844, 3.1145, 0
11, 5, 3, 100000, 0.0820, 0.1230, 6.2125, 0
11, 5, 4, 1000, 0.2092, 0.2591, 0.0973, 0
11, 5, 4, 10000, 0.1929, 0.2386, 0.6963, 0
11, 5, 4, 50000, 0.0706, 0.0466, 3.2808, 1
11, 5, 5, 1000, 0.5505, 0.5394, 0.0933, 0
11, 5, 5, 10000, 0.4556, 0.7769, 0.6662, 0
11, 5, 5, 50000, 0.0938, 0.0493, 3.2754, 1
11, 5, Median, 50000.0, 0.0866, 0.0675, 3.2808, 0.80
11, 6, 1, 1000, 0.5301, 0.1959, 0.1171, 0
11, 6, 1, 10000, 0.4464, 0.3055, 0.6987, 0
11, 6, 1, 50000, 0.2772, 0.2682, 3.2180, 0
11, 6, 1, 100000, 0.0651, 0.0597, 6.2205, 1
11, 6, 2, 1000, 0.3685, 0.3099, 0.1085, 0
11, 6, 2, 10000, 0.2522, 0.3181, 0.7028, 0
11, 6, 2, 50000, 0.1503, 0.2551, 3.2134, 0
11, 6, 2, 100000, 0.4890, 0.1931, 6.3983, 0
11, 6, 3, 1000, 0.2325, 0.3886, 0.1105, 0
11, 6, 3, 10000, 0.4273, 0.3156, 0.7332, 0
11, 6, 3, 50000, 0.7304, 0.5167, 3.2750, 0
11, 6, 4, 1000, 0.3856, 0.1782, 0.1049, 0
11, 6, 4, 10000, 0.3403, 0.5317, 0.7018, 0
11, 6, 4, 50000, 0.0543, 0.0185, 3.2421, 1
11, 6, 5, 1000, 0.2204, 0.3435, 0.1070, 0
11, 6, 5, 10000, 0.1227, 0.2154, 0.7241, 0
11, 6, 5, 50000, 0.1781, 0.4624, 3.2058, 0
11, 6, 5, 100000, 0.3283, 0.4227, 6.3830, 0
11, 6, Median, 100000.0, 0.1227, 0.2154, 3.2134, 0.40
11, 7, 1, 1000, 0.3818, 0.6010, 0.1604, 0
11, 7, 1, 10000, 0.4700, 0.5137, 0.7850, 0
11, 7, 1, 50000, 0.4548, 0.2795, 3.3212, 0
11, 7, 1, 100000, 0.3771, 0.2885, 6.5583, 0
11, 7, 2, 1000, 0.6818, 0.2593, 0.1605, 0
11, 7, 2, 10000, 0.5588, 0.2916, 0.7904, 0
11, 7, 2, 50000, 0.3139, 0.3493, 3.2033, 0
11, 7, 2, 100000, 0.5234, 0.2277, 6.2877, 0
11, 7, 3, 1000, 0.5648, 0.4694, 0.1974, 0
11, 7, 3, 10000, 0.3156, 0.3653, 0.8678, 0
11, 7, 3, 50000, 0.5008, 0.3239, 3.2640, 0
11, 7, 3, 100000, 0.4507, 0.1185, 6.6432, 0
11, 7, 4, 1000, 0.7200, 1.1600, 0.1255, 0
11, 7, 4, 10000, 0.9611, 0.6480, 0.8139, 0
11, 7, 4, 50000, 0.4266, 0.7106, 3.3101, 0
11, 7, 4, 100000, 0.7664, 0.4496, 6.6164, 0
11, 7, 5, 1000, 0.5525, 0.5636, 0.1348, 0
11, 7, 5, 10000, 0.3975, 0.2941, 0.7296, 0
11, 7, 5, 50000, 0.4477, 0.4358, 3.2375, 0
11, 7, 5, 100000, 0.4725, 0.2646, 6.3165, 0
11, 7, Median, 100000.0, 0.3975, 0.2941, 3.3101, 0.00
12, 1, 1, 1000, 0.0070, 0.0000, 0.0967, 1
12, 1, 2, 1000, 0.0076, 0.0000, 0.0908, 1
12, 1, 3, 1000, 0.0059, 0.0000, 0.0978, 1
